draw_date,draw_no,n1,n2,n3,n4,n5,n6,sp,source
2008-01-24,97000001,3,4,16,18,36,37,2,power_raw
2008-01-28,97000002,2,14,15,16,28,29,8,power_raw
2008-01-31,97000003,6,9,11,13,19,23,2,power_raw
2008-02-04,97000004,2,6,10,18,23,26,5,power_raw
2008-02-07,97000005,6,20,26,33,34,35,5,power_raw
2008-02-11,97000006,2,4,11,22,23,25,8,power_raw
2008-02-14,97000007,7,13,28,33,35,38,6,power_raw
2008-02-18,97000008,5,7,15,28,35,37,6,power_raw
2008-02-21,97000009,1,20,22,23,29,38,3,power_raw
2008-02-25,97000010,9,15,16,34,36,37,5,power_raw
2008-02-28,97000011,6,13,16,29,33,36,4,power_raw
2008-03-03,97000012,13,14,24,25,26,35,3,power_raw
2008-03-06,97000013,8,11,22,26,34,36,8,power_raw
2008-03-10,97000014,6,1,11,19,22,25,6,power_raw
2008-03-13,97000015,2,1,11,15,23,24,5,power_raw
2008-03-17,97000016,6,,18,19,22,24,8,power_raw
2008-03-20,97000017,3,14,21,25,32,36,6,power_raw
2008-03-24,97000018,1,2,7,11,26,36,5,power_raw
2008-03-27,97000019,1,5,16,22,31,36,5,power_raw
2008-03-31,97000020,9,18,19,25,27,32,6,power_raw
2008-04-03,97000021,3,8,9,10,17,28,5,power_raw
2008-04-07,97000022,16,19,20,24,32,37,4,power_raw
2008-04-10,97000023,24,25,26,33,36,37,2,power_raw
2008-04-14,97000024,5,17,18,28,32,37,3,power_raw
2008-04-17,97000025,1,4,6,14,20,35,7,power_raw
2008-04-21,97000026,16,22,26,27,36,37,2,power_raw
2008-04-24,97000027,1,3,10,20,30,31,5,power_raw
2008-04-28,97000028,15,17,19,23,24,29,7,power_raw
2008-05-01,97000029,2,6,13,14,23,38,2,power_raw
2008-05-05,97000030,2,4,18,29,33,34,3,power_raw
2008-05-08,97000031,3,5,7,16,21,22,8,power_raw
2008-05-12,97000032,7,11,13,14,23,24,7,power_raw
2008-05-15,97000033,10,12,18,21,24,35,2,power_raw
2008-05-19,97000034,12,17,20,22,30,33,4,power_raw
2008-05-22,97000035,3,13,22,26,33,38,3,power_raw
2008-05-26,97000036,3,26,32,34,37,38,3,power_raw
2008-05-29,97000037,4,7,10,11,18,28,4,power_raw
2008-06-02,97000038,3,4,7,11,25,28,1,power_raw
2008-06-05,97000039,3,8,19,21,22,30,2,power_raw
2008-06-09,97000040,2,5,24,28,30,31,8,power_raw
2008-06-12,97000041,3,7,18,27,34,38,7,power_raw
2008-06-16,97000042,1,11,21,24,27,29,7,power_raw
2008-06-19,97000043,4,9,10,24,34,36,6,power_raw
2008-06-23,97000044,12,20,23,26,28,37,7,power_raw
2008-06-26,97000045,5,13,19,23,24,31,7,power_raw
2008-06-30,97000046,3,8,14,30,33,37,3,power_raw
2008-07-03,97000047,3,4,15,16,18,25,8,power_raw
2008-07-07,97000048,5,6,7,11,23,25,6,power_raw
2008-07-10,97000049,7,14,19,21,22,35,7,power_raw
2008-07-14,97000050,1,14,16,17,34,35,6,power_raw
2008-07-17,97000051,11,22,27,28,36,37,2,power_raw
2008-07-21,97000052,8,9,26,28,31,36,7,power_raw
2008-07-24,97000053,7,13,24,25,36,38,1,power_raw
2008-07-28,97000054,9,10,21,26,30,33,6,power_raw
2008-07-31,97000055,1,6,8,10,36,38,7,power_raw
2008-08-04,97000056,10,24,26,33,34,38,4,power_raw
2008-08-07,97000057,7,10,11,20,29,30,4,power_raw
2008-08-11,97000058,5,7,8,10,11,17,2,power_raw
2008-08-14,97000059,2,5,8,18,28,32,5,power_raw
2008-08-18,97000060,7,17,20,23,28,30,5,power_raw
2008-08-21,97000061,5,12,15,19,20,38,4,power_raw
2008-08-25,97000062,5,8,15,24,31,38,3,power_raw
2008-08-28,97000063,7,26,27,29,32,34,5,power_raw
2008-09-01,97000064,5,6,8,10,21,24,6,power_raw
2008-09-04,97000065,3,5,11,20,22,34,5,power_raw
2008-09-08,97000066,8,18,20,21,23,24,1,power_raw
2008-09-11,97000067,12,20,27,28,29,36,7,power_raw
2008-09-15,97000068,14,16,19,21,22,26,3,power_raw
2008-09-18,97000069,2,10,26,31,33,37,3,power_raw
2008-09-22,97000070,10,15,30,32,33,38,7,power_raw
2008-09-25,97000071,6,10,11,13,34,35,7,power_raw
2008-09-29,97000072,1,16,22,24,30,35,2,power_raw
2008-10-02,97000073,6,10,13,15,19,30,6,power_raw
2008-10-06,97000074,9,11,19,22,26,37,3,power_raw
2008-10-09,97000075,20,25,26,32,36,37,7,power_raw
2008-10-13,97000076,2,9,10,14,15,26,4,power_raw
2008-10-16,97000077,2,3,18,33,36,37,5,power_raw
2008-10-20,97000078,7,10,17,28,32,36,3,power_raw
2008-10-23,97000079,1,6,14,17,26,38,3,power_raw
2008-10-27,97000080,4,5,9,22,28,30,4,power_raw
2008-10-30,97000081,8,11,16,22,28,35,6,power_raw
2008-11-03,97000082,4,8,9,18,23,36,4,power_raw
2008-11-06,97000083,1,5,12,27,34,38,3,power_raw
2008-11-10,97000084,18,22,25,29,32,38,6,power_raw
2008-11-13,97000085,5,10,24,28,33,38,6,power_raw
2008-11-17,97000086,1,9,14,24,30,37,4,power_raw
2008-11-20,97000087,5,14,17,19,35,36,1,power_raw
2008-11-24,97000088,10,15,20,22,24,25,2,power_raw
2008-11-27,97000089,3,14,26,30,35,37,7,power_raw
2008-12-01,97000090,7,10,23,26,28,34,4,power_raw
2008-12-04,97000091,5,11,14,16,18,30,3,power_raw
2008-12-08,97000092,8,12,13,16,20,32,6,power_raw
2008-12-11,97000093,17,18,24,26,30,31,2,power_raw
2008-12-15,97000094,6,8,10,13,18,36,6,power_raw
2008-12-18,97000095,3,8,11,26,34,38,8,power_raw
2008-12-22,97000096,22,25,30,32,33,35,2,power_raw
2008-12-25,97000097,6,7,11,14,33,37,6,power_raw
2008-12-29,97000098,2,10,15,19,28,31,1,power_raw
2009-01-01,98000001,1,11,25,28,35,36,7,power_raw
2009-01-05,98000002,5,24,27,28,29,32,4,power_raw
2009-01-08,98000003,4,5,12,18,24,28,1,power_raw
2009-01-12,98000004,9,13,14,23,29,36,8,power_raw
2009-01-15,98000005,3,15,17,28,29,37,4,power_raw
2009-01-19,98000006,1,3,4,12,21,31,8,power_raw
2009-01-22,98000007,7,10,11,23,24,35,8,power_raw
2009-01-26,98000008,2,6,17,18,29,34,5,power_raw
2009-01-29,98000009,4,7,15,16,23,28,7,power_raw
2009-02-02,98000010,6,18,20,24,31,32,6,power_raw
2009-02-05,98000011,8,20,23,24,34,37,1,power_raw
2009-02-09,98000012,3,10,11,15,20,33,3,power_raw
2009-02-12,98000013,4,12,24,29,35,37,7,power_raw
2009-02-16,98000014,2,20,21,22,25,38,3,power_raw
2009-02-19,98000015,1,2,8,17,21,31,1,power_raw
2009-02-23,98000016,13,18,30,33,35,38,3,power_raw
2009-02-26,98000017,4,5,7,13,15,38,4,power_raw
2009-03-02,98000018,3,4,21,23,24,27,6,power_raw
2009-03-05,98000019,1,5,13,19,28,37,3,power_raw
2009-03-09,98000020,6,8,16,23,31,38,3,power_raw
2009-03-12,98000021,1,3,16,23,32,34,3,power_raw
2009-03-16,98000022,16,18,23,28,36,37,6,power_raw
2009-03-19,98000023,5,8,20,24,28,36,5,power_raw
2009-03-23,98000024,3,4,9,25,34,37,5,power_raw
2009-03-26,98000025,9,10,25,26,32,34,2,power_raw
2009-03-30,98000026,14,20,31,35,36,37,3,power_raw
2009-04-02,98000027,7,14,21,27,32,34,3,power_raw
2009-04-06,98000028,7,9,10,11,19,32,2,power_raw
2009-04-09,98000029,3,8,10,14,29,30,3,power_raw
2009-04-13,98000030,2,14,16,19,27,35,5,power_raw
2009-04-16,98000031,6,10,14,15,16,17,2,power_raw
2009-04-20,98000032,5,20,24,26,31,36,1,power_raw
2009-04-23,98000033,5,6,7,17,33,35,3,power_raw
2009-04-27,98000034,1,3,10,20,24,32,4,power_raw
2009-04-30,98000035,12,13,29,33,37,38,8,power_raw
2009-05-04,98000036,3,24,25,27,35,36,8,power_raw
2009-05-07,98000037,3,4,7,9,27,28,8,power_raw
2009-05-11,98000038,2,8,9,17,37,38,4,power_raw
2009-05-14,98000039,8,13,20,23,31,35,5,power_raw
2009-05-18,98000040,6,7,9,10,13,26,7,power_raw
2009-05-21,98000041,5,9,17,29,34,35,7,power_raw
2009-05-25,98000042,4,16,17,22,29,38,3,power_raw
2009-05-28,98000043,1,7,15,16,25,31,4,power_raw
2009-06-01,98000044,6,14,16,17,26,35,7,power_raw
2009-06-04,98000045,12,18,19,20,24,34,7,power_raw
2009-06-08,98000046,6,7,18,26,27,31,2,power_raw
2009-06-11,98000047,1,4,16,18,20,32,7,power_raw
2009-06-15,98000048,3,10,17,19,23,25,4,power_raw
2009-06-18,98000049,5,16,17,24,34,38,8,power_raw
2009-06-22,98000050,4,13,14,16,21,29,7,power_raw
2009-06-25,98000051,6,10,25,31,35,38,7,power_raw
2009-06-29,98000052,1,14,20,21,25,26,5,power_raw
2009-07-02,98000053,6,15,16,27,34,37,6,power_raw
2009-07-06,98000054,3,4,5,9,24,33,5,power_raw
2009-07-09,98000055,4,8,12,23,25,33,2,power_raw
2009-07-13,98000056,6,23,26,34,36,38,4,power_raw
2009-07-16,98000057,9,10,23,26,31,34,1,power_raw
2009-07-20,98000058,2,15,19,22,29,33,4,power_raw
2009-07-23,98000059,13,26,32,33,36,37,7,power_raw
2009-07-27,98000060,12,13,16,25,31,36,4,power_raw
2009-07-30,98000061,11,13,15,18,24,25,4,power_raw
2009-08-03,98000062,4,15,17,24,26,38,8,power_raw
2009-08-06,98000063,3,4,5,13,32,35,8,power_raw
2009-08-10,98000064,6,11,15,18,23,30,3,power_raw
2009-08-13,98000065,3,5,8,23,24,31,8,power_raw
2009-08-17,98000066,9,21,25,27,29,36,8,power_raw
2009-08-20,98000067,8,22,25,26,33,38,4,power_raw
2009-08-24,98000068,13,15,24,26,28,36,5,power_raw
2009-08-27,98000069,1,4,7,16,18,30,2,power_raw
2009-08-31,98000070,4,8,18,25,30,33,8,power_raw
2009-09-03,98000071,1,7,10,11,16,28,3,power_raw
2009-09-07,98000072,1,10,13,18,19,24,3,power_raw
2009-09-10,98000073,1,11,13,18,23,24,3,power_raw
2009-09-14,98000074,3,6,8,15,24,31,8,power_raw
2009-09-17,98000075,3,6,22,24,31,32,6,power_raw
2009-09-21,98000076,4,7,9,10,16,33,7,power_raw
2009-09-24,98000077,2,6,14,30,33,34,2,power_raw
2009-09-28,98000078,7,8,12,13,16,22,7,power_raw
2009-10-01,98000079,6,18,19,21,27,38,4,power_raw
2009-10-05,98000080,4,8,16,19,22,33,1,power_raw
2009-10-08,98000081,1,13,20,21,26,32,7,power_raw
2009-10-12,98000082,4,10,16,22,34,38,2,power_raw
2009-10-15,98000083,7,10,14,25,28,31,1,power_raw
2009-10-19,98000084,2,4,12,21,25,30,7,power_raw
2009-10-22,98000085,5,7,18,19,30,35,8,power_raw
2009-10-26,98000086,3,4,9,12,24,32,5,power_raw
2009-10-29,98000087,11,12,16,19,20,27,4,power_raw
2009-11-02,98000088,8,10,11,14,20,23,6,power_raw
2009-11-05,98000089,3,5,21,23,31,36,6,power_raw
2009-11-09,98000090,1,18,24,29,32,38,5,power_raw
2009-11-12,98000091,3,6,19,22,28,35,3,power_raw
2009-11-16,98000092,10,15,18,23,30,34,7,power_raw
2009-11-19,98000093,5,10,21,22,26,35,6,power_raw
2009-11-23,98000094,1,2,15,16,26,29,4,power_raw
2009-11-26,98000095,13,20,21,24,30,36,3,power_raw
2009-11-30,98000096,1,6,10,17,19,28,1,power_raw
2009-12-03,98000097,17,18,22,24,25,30,5,power_raw
2009-12-07,98000098,4,5,12,25,34,38,1,power_raw
2009-12-10,98000099,11,12,19,22,23,28,4,power_raw
2009-12-14,98000100,4,5,10,16,17,20,6,power_raw
2009-12-17,98000101,16,19,20,23,26,28,1,power_raw
2009-12-21,98000102,3,15,17,20,23,29,8,power_raw
2009-12-24,98000103,14,18,20,32,35,37,7,power_raw
2009-12-28,98000104,10,12,15,17,25,34,5,power_raw
2009-12-31,98000105,14,22,25,27,29,32,1,power_raw
2010-01-04,99000001,13,20,25,27,30,32,7,power_raw
2010-01-07,99000002,1,20,26,33,36,37,5,power_raw
2010-01-11,99000003,15,21,23,25,26,34,3,power_raw
2010-01-14,99000004,1,2,7,22,27,32,4,power_raw
2010-01-18,99000005,9,11,24,25,26,38,4,power_raw
2010-01-21,99000006,4,10,16,17,29,36,8,power_raw
2010-01-25,99000007,7,10,14,24,27,34,2,power_raw
2010-01-28,99000008,3,6,16,17,27,35,2,power_raw
2010-02-01,99000009,3,5,19,29,31,38,7,power_raw
2010-02-04,99000010,10,16,17,20,25,38,4,power_raw
2010-02-08,99000011,7,12,16,17,19,21,6,power_raw
2010-02-11,99000012,6,13,16,18,19,34,1,power_raw
2010-02-15,99000013,2,12,23,26,28,29,5,power_raw
2010-02-18,99000014,2,4,11,14,24,36,6,power_raw
2010-02-22,99000015,3,11,17,23,24,34,5,power_raw
2010-02-25,99000016,9,26,32,33,37,38,1,power_raw
2010-03-01,99000017,3,10,12,14,19,37,4,power_raw
2010-03-04,99000018,10,16,18,24,34,38,5,power_raw
2010-03-08,99000019,3,5,9,27,30,33,6,power_raw
2010-03-11,99000020,14,16,17,19,35,37,8,power_raw
2010-03-15,99000021,12,13,18,30,32,36,5,power_raw
2010-03-18,99000022,7,11,18,20,26,32,5,power_raw
2010-03-22,99000023,2,4,11,14,35,36,1,power_raw
2010-03-25,99000024,19,23,26,27,33,37,3,power_raw
2010-03-29,99000025,11,23,28,31,36,37,3,power_raw
2010-04-01,99000026,14,16,23,24,27,31,7,power_raw
2010-04-05,99000027,2,18,19,20,26,37,8,power_raw
2010-04-08,99000028,2,7,20,23,25,36,3,power_raw
2010-04-12,99000029,8,11,12,30,33,34,2,power_raw
2010-04-15,99000030,1,6,19,24,30,37,1,power_raw
2010-04-19,99000031,1,3,6,13,29,38,3,power_raw
2010-04-22,99000032,8,16,21,29,30,37,2,power_raw
2010-04-26,99000033,3,8,21,33,35,38,1,power_raw
2010-04-29,99000034,10,12,16,21,28,29,3,power_raw
2010-05-03,99000035,1,4,9,16,27,33,5,power_raw
2010-05-06,99000036,3,11,13,23,30,32,6,power_raw
2010-05-10,99000037,17,18,23,26,28,29,1,power_raw
2010-05-13,99000038,7,11,14,23,31,34,4,power_raw
2010-05-17,99000039,1,2,3,29,33,35,5,power_raw
2010-05-20,99000040,12,13,14,19,35,38,2,power_raw
2010-05-24,99000041,1,3,12,16,24,29,7,power_raw
2010-05-27,99000042,6,7,8,16,20,36,1,power_raw
2010-05-31,99000043,1,4,8,17,30,34,4,power_raw
2010-06-03,99000044,4,9,21,30,33,34,2,power_raw
2010-06-07,99000045,3,14,21,22,24,28,5,power_raw
2010-06-10,99000046,9,17,20,27,28,38,6,power_raw
2010-06-14,99000047,3,7,15,16,24,33,3,power_raw
2010-06-17,99000048,1,5,6,13,22,27,8,power_raw
2010-06-21,99000049,1,9,22,27,30,38,1,power_raw
2010-06-24,99000050,12,14,19,32,34,36,3,power_raw
2010-06-28,99000051,3,7,10,22,27,34,1,power_raw
2010-07-01,99000052,3,4,6,11,14,19,6,power_raw
2010-07-05,99000053,1,3,18,25,35,37,5,power_raw
2010-07-08,99000054,6,22,23,24,25,29,3,power_raw
2010-07-12,99000055,1,3,17,20,25,27,1,power_raw
2010-07-15,99000056,2,11,14,22,23,29,7,power_raw
2010-07-19,99000057,12,15,16,19,26,38,6,power_raw
2010-07-22,99000058,5,8,14,16,35,37,3,power_raw
2010-07-26,99000059,5,14,27,31,34,36,4,power_raw
2010-07-29,99000060,8,14,18,21,36,38,8,power_raw
2010-08-02,99000061,3,5,17,21,22,24,7,power_raw
2010-08-05,99000062,14,22,24,27,29,37,6,power_raw
2010-08-09,99000063,4,7,14,18,31,35,7,power_raw
2010-08-12,99000064,3,4,8,15,35,38,3,power_raw
2010-08-16,99000065,3,14,20,22,31,36,8,power_raw
2010-08-19,99000066,2,4,20,22,25,34,1,power_raw
2010-08-23,99000067,9,13,15,18,22,27,2,power_raw
2010-08-26,99000068,1,8,13,15,22,38,8,power_raw
2010-08-30,99000069,1,13,21,22,23,29,1,power_raw
2010-09-02,99000070,9,14,15,17,28,33,4,power_raw
2010-09-06,99000071,5,7,30,32,34,36,6,power_raw
2010-09-09,99000072,4,16,17,22,24,34,2,power_raw
2010-09-13,99000073,7,8,12,18,24,33,7,power_raw
2010-09-16,99000074,4,10,13,20,26,35,2,power_raw
2010-09-20,99000075,6,9,13,19,28,36,6,power_raw
2010-09-23,99000076,3,7,12,15,32,34,7,power_raw
2010-09-27,99000077,8,20,22,24,33,36,2,power_raw
2010-09-30,99000078,9,11,14,31,32,35,7,power_raw
2010-10-04,99000079,4,10,18,20,32,35,1,power_raw
2010-10-07,99000080,1,5,6,17,28,32,2,power_raw
2010-10-11,99000081,8,10,11,21,22,34,6,power_raw
2010-10-14,99000082,5,20,25,29,35,37,2,power_raw
2010-10-18,99000083,4,11,21,23,28,38,5,power_raw
2010-10-21,99000084,11,14,18,19,29,38,5,power_raw
2010-10-25,99000085,10,11,16,23,33,37,3,power_raw
2010-10-28,99000086,15,20,23,25,26,32,7,power_raw
2010-11-01,99000087,2,10,12,13,18,29,4,power_raw
2010-11-04,99000088,1,3,20,28,33,36,5,power_raw
2010-11-08,99000089,5,10,28,33,36,38,6,power_raw
2010-11-11,99000090,4,17,22,24,28,36,6,power_raw
2010-11-15,99000091,7,8,11,22,25,37,7,power_raw
2010-11-18,99000092,5,14,17,23,28,38,2,power_raw
2010-11-22,99000093,8,21,23,24,27,28,2,power_raw
2010-11-25,99000094,5,7,18,25,36,38,7,power_raw
2010-11-29,99000095,20,25,27,29,30,33,2,power_raw
2010-12-02,99000096,3,15,19,22,28,32,6,power_raw
2010-12-06,99000097,1,7,18,19,20,28,8,power_raw
2010-12-09,99000098,1,3,4,11,12,19,8,power_raw
2010-12-13,99000099,7,9,10,12,27,36,4,power_raw
2010-12-16,99000100,4,7,18,25,28,32,5,power_raw
2010-12-20,99000101,1,2,7,20,29,38,7,power_raw
2010-12-23,99000102,1,4,7,10,19,31,5,power_raw
2010-12-27,99000103,3,16,23,28,31,32,8,power_raw
2010-12-30,99000104,1,24,29,31,33,38,3,power_raw
2011-01-03,100000001,2,6,12,20,36,38,6,power_raw
2011-01-06,100000002,3,11,20,22,26,27,3,power_raw
2011-01-10,100000003,17,28,29,33,35,36,8,power_raw
2011-01-13,100000004,1,6,7,18,28,34,6,power_raw
2011-01-17,100000005,1,2,19,25,30,31,4,power_raw
2011-01-20,100000006,1,4,10,22,25,31,8,power_raw
2011-01-24,100000007,10,14,18,21,32,33,7,power_raw
2011-01-27,100000008,2,3,11,19,24,35,2,power_raw
2011-01-31,100000009,4,10,21,28,31,32,7,power_raw
2011-02-03,100000010,8,10,16,23,29,37,2,power_raw
2011-02-07,100000011,4,6,15,20,32,38,3,power_raw
2011-02-10,100000012,10,13,30,32,36,37,2,power_raw
2011-02-14,100000013,8,11,19,23,25,38,5,power_raw
2011-02-17,100000014,4,11,12,20,26,38,7,power_raw
2011-02-21,100000015,9,19,23,28,35,38,1,power_raw
2011-02-24,100000016,3,8,13,14,16,26,5,power_raw
2011-02-28,100000017,5,13,14,18,26,29,7,power_raw
2011-03-03,100000018,1,15,17,23,27,35,7,power_raw
2011-03-07,100000019,2,10,16,30,33,37,4,power_raw
2011-03-10,100000020,4,5,19,24,31,37,8,power_raw
2011-03-14,100000021,4,5,6,11,18,26,4,power_raw
2011-03-17,100000022,1,3,11,14,32,36,2,power_raw
2011-03-21,100000023,8,17,18,20,33,37,2,power_raw
2011-03-24,100000024,4,19,27,29,35,37,4,power_raw
2011-03-28,100000025,3,7,16,24,27,34,8,power_raw
2011-03-31,100000026,17,19,31,32,36,38,4,power_raw
2011-04-04,100000027,2,25,28,32,33,37,8,power_raw
2011-04-07,100000028,6,12,14,20,30,31,1,power_raw
2011-04-11,100000029,15,16,21,29,31,33,4,power_raw
2011-04-14,100000030,15,17,18,24,25,27,6,power_raw
2011-04-18,100000031,5,6,7,17,23,26,7,power_raw
2011-04-21,100000032,1,10,26,32,34,36,8,power_raw
2011-04-25,100000033,2,3,12,17,22,26,1,power_raw
2011-04-28,100000034,3,9,29,31,32,34,5,power_raw
2011-05-02,100000035,7,17,19,21,22,36,3,power_raw
2011-05-05,100000036,5,6,13,14,26,38,5,power_raw
2011-05-09,100000037,3,15,25,31,35,36,3,power_raw
2011-05-12,100000038,10,19,24,25,30,31,7,power_raw
2011-05-16,100000039,3,8,17,21,29,37,8,power_raw
2011-05-19,100000040,2,6,16,19,35,38,8,power_raw
2011-05-23,100000041,8,11,13,16,24,26,4,power_raw
2011-05-26,100000042,6,8,12,19,21,30,8,power_raw
2011-05-30,100000043,2,10,22,30,32,37,4,power_raw
2011-06-02,100000044,1,4,19,22,30,33,4,power_raw
2011-06-06,100000045,10,16,22,36,37,38,4,power_raw
2011-06-09,100000046,3,12,13,15,36,37,3,power_raw
2011-06-13,100000047,7,9,11,18,31,36,1,power_raw
2011-06-16,100000048,8,15,25,29,33,38,1,power_raw
2011-06-20,100000049,4,6,10,22,27,34,2,power_raw
2011-06-23,100000050,3,20,26,28,30,36,5,power_raw
2011-06-27,100000051,4,6,15,23,33,35,3,power_raw
2011-06-30,100000052,15,17,19,30,35,38,1,power_raw
2011-07-04,100000053,1,5,12,17,31,37,6,power_raw
2011-07-07,100000054,2,7,19,22,33,37,1,power_raw
2011-07-11,100000055,2,4,12,14,28,32,2,power_raw
2011-07-14,100000056,2,10,12,31,33,37,1,power_raw
2011-07-18,100000057,3,13,29,30,32,37,6,power_raw
2011-07-21,100000058,1,7,19,20,21,26,7,power_raw
2011-07-25,100000059,5,8,18,20,22,23,1,power_raw
2011-07-28,100000060,1,6,19,25,34,35,8,power_raw
2011-08-01,100000061,14,19,22,27,31,34,7,power_raw
2011-08-04,100000062,6,14,17,23,24,33,1,power_raw
2011-08-08,100000063,7,8,27,34,37,38,1,power_raw
2011-08-11,100000064,1,6,8,18,25,29,5,power_raw
2011-08-15,100000065,2,11,14,15,30,35,7,power_raw
2011-08-18,100000066,5,6,7,8,32,37,3,power_raw
2011-08-22,100000067,2,3,12,21,25,37,4,power_raw
2011-08-25,100000068,1,8,13,14,16,36,7,power_raw
2011-08-29,100000069,6,10,15,22,29,35,1,power_raw
2011-09-01,100000070,2,10,11,13,27,29,2,power_raw
2011-09-05,100000071,7,16,26,27,33,36,4,power_raw
2011-09-08,100000072,4,6,8,12,15,21,7,power_raw
2011-09-12,100000073,4,6,7,17,32,36,7,power_raw
2011-09-15,100000074,1,3,17,18,21,34,7,power_raw
2011-09-19,100000075,7,11,24,25,37,38,3,power_raw
2011-09-22,100000076,11,20,22,23,27,38,2,power_raw
2011-09-26,100000077,5,15,18,19,24,37,6,power_raw
2011-09-29,100000078,1,15,33,34,36,37,8,power_raw
2011-10-03,100000079,1,4,13,16,27,35,8,power_raw
2011-10-06,100000080,12,14,18,20,24,27,2,power_raw
2011-10-10,100000081,8,9,19,20,25,34,2,power_raw
2011-10-13,100000082,6,17,18,25,27,34,6,power_raw
2011-10-17,100000083,10,19,29,33,36,37,1,power_raw
2011-10-20,100000084,5,20,22,26,30,38,4,power_raw
2011-10-24,100000085,2,12,15,25,30,31,6,power_raw
2011-10-27,100000086,5,10,12,16,23,28,7,power_raw
2011-10-31,100000087,6,8,14,20,23,27,3,power_raw
2011-11-03,100000088,13,22,26,27,36,37,5,power_raw
2011-11-07,100000089,1,8,23,26,27,34,3,power_raw
2011-11-10,100000090,8,19,23,27,32,35,8,power_raw
2011-11-14,100000091,11,18,20,21,24,34,5,power_raw
2011-11-17,100000092,1,3,13,14,24,30,6,power_raw
2011-11-21,100000093,11,12,13,14,25,32,8,power_raw
2011-11-24,100000094,4,5,13,16,32,37,7,power_raw
2011-11-28,100000095,4,9,18,20,33,35,4,power_raw
2011-12-01,100000096,3,16,19,26,31,35,3,power_raw
2011-12-05,100000097,4,6,9,21,32,33,2,power_raw
2011-12-08,100000098,2,5,8,21,35,37,8,power_raw
2011-12-12,100000099,7,10,19,21,27,31,5,power_raw
2011-12-15,100000100,1,7,9,27,28,29,2,power_raw
2011-12-19,100000101,6,10,14,25,29,35,3,power_raw
2011-12-22,100000102,4,11,13,20,22,23,2,power_raw
2011-12-26,100000103,1,9,17,19,24,35,5,power_raw
2011-12-29,100000104,3,4,7,10,15,19,5,power_raw
2012-01-02,101000001,6,10,11,26,27,30,4,power_raw
2012-01-05,101000002,10,15,18,28,31,32,4,power_raw
2012-01-09,101000003,2,9,25,27,30,34,5,power_raw
2012-01-12,101000004,3,15,21,23,30,32,7,power_raw
2012-01-16,101000005,7,11,18,33,36,37,6,power_raw
2012-01-19,101000006,3,7,8,11,13,18,6,power_raw
2012-01-23,101000007,6,8,23,24,29,36,8,power_raw
2012-01-26,101000008,2,4,9,16,19,38,1,power_raw
2012-01-30,101000009,11,17,18,20,27,38,5,power_raw
2012-02-02,101000010,1,3,4,8,14,29,7,power_raw
2012-02-06,101000011,4,7,14,20,23,38,3,power_raw
2012-02-09,101000012,6,12,20,25,28,37,8,power_raw
2012-02-13,101000013,4,9,15,24,29,35,8,power_raw
2012-02-16,101000014,7,16,23,24,29,34,5,power_raw
2012-02-20,101000015,1,2,9,12,14,22,2,power_raw
2012-02-23,101000016,8,13,19,30,35,37,7,power_raw
2012-02-27,101000017,3,4,10,12,20,23,4,power_raw
2012-03-01,101000018,1,4,7,9,15,16,6,power_raw
2012-03-05,101000019,6,11,15,21,26,27,3,power_raw
2012-03-08,101000020,9,11,12,23,28,37,4,power_raw
2012-03-12,101000021,3,9,13,22,23,37,1,power_raw
2012-03-15,101000022,4,12,17,20,29,37,3,power_raw
2012-03-19,101000023,9,17,18,21,26,34,1,power_raw
2012-03-22,101000024,10,12,14,15,34,35,6,power_raw
2012-03-26,101000025,1,3,12,21,23,25,2,power_raw
2012-03-29,101000026,8,15,17,22,26,32,1,power_raw
2012-04-02,101000027,1,11,15,18,29,38,1,power_raw
2012-04-05,101000028,8,9,23,32,35,36,7,power_raw
2012-04-09,101000029,1,10,19,21,24,31,5,power_raw
2012-04-12,101000030,6,26,27,30,32,35,2,power_raw
2012-04-16,101000031,3,4,13,18,25,27,1,power_raw
2012-04-19,101000032,5,10,12,26,35,38,2,power_raw
2012-04-23,101000033,1,11,16,17,19,35,5,power_raw
2012-04-26,101000034,2,3,4,14,17,35,1,power_raw
2012-04-30,101000035,3,5,18,22,27,37,1,power_raw
2012-05-03,101000036,4,9,10,15,17,34,3,power_raw
2012-05-07,101000037,2,13,18,22,23,25,4,power_raw
2012-05-10,101000038,14,20,21,25,32,37,3,power_raw
2012-05-14,101000039,4,5,6,16,18,28,1,power_raw
2012-05-17,101000040,6,15,21,25,28,29,4,power_raw
2012-05-21,101000041,11,13,19,23,31,38,3,power_raw
2012-05-24,101000042,1,6,10,12,29,36,4,power_raw
2012-05-28,101000043,7,16,17,22,31,35,2,power_raw
2012-05-31,101000044,3,7,15,17,21,34,8,power_raw
2012-06-04,101000045,4,15,18,29,34,38,4,power_raw
2012-06-07,101000046,8,12,20,27,29,30,1,power_raw
2012-06-11,101000047,7,17,22,26,29,33,7,power_raw
2012-06-14,101000048,3,14,15,16,20,36,5,power_raw
2012-06-18,101000049,8,13,14,21,24,34,6,power_raw
2012-06-21,101000050,4,16,26,28,37,38,1,power_raw
2012-06-25,101000051,1,15,16,24,26,30,5,power_raw
2012-06-28,101000052,15,16,25,31,35,37,4,power_raw
2012-07-02,101000053,3,7,21,35,37,38,3,power_raw
2012-07-05,101000054,2,4,6,17,29,38,8,power_raw
