draw_date,draw_no,n1,n2,n3,n4,n5,source
2008-12-17,97000252.0,5,8,11,14,22,pilio
2008-12-18,97000253.0,14,16,28,35,37,pilio
2008-12-19,97000254.0,8,12,18,24,28,pilio
2008-12-22,97000255.0,5,6,20,31,37,pilio
2008-12-23,97000256.0,3,11,20,25,37,pilio
2008-12-24,97000257.0,2,15,25,36,37,pilio
2008-12-25,97000258.0,8,18,32,37,38,pilio
2008-12-26,97000259.0,11,12,25,26,35,pilio
2008-12-29,97000260.0,9,20,22,34,36,pilio
2008-12-30,97000261.0,3,8,13,19,37,pilio
2008-12-31,97000262.0,8,12,36,37,39,pilio
2009-01-01,98000001.0,6,11,14,17,32,pilio
2009-01-02,98000002.0,12,20,30,38,39,pilio
2009-01-05,98000003.0,2,3,21,24,29,pilio
2009-01-06,98000004.0,2,9,10,11,37,pilio
2009-01-07,98000005.0,12,20,26,33,39,pilio
2009-01-08,98000006.0,27,28,32,34,35,pilio
2009-01-09,98000007.0,1,7,11,15,30,pilio
2009-01-12,98000008.0,10,15,20,22,36,pilio
2009-01-13,98000009.0,2,11,21,30,34,pilio
2009-01-14,98000010.0,4,14,25,34,38,pilio
2009-01-15,98000011.0,14,17,29,35,36,pilio
2009-01-16,98000012.0,8,9,25,28,35,pilio
2009-01-19,98000013.0,3,18,24,31,36,pilio
2009-01-20,98000014.0,5,8,26,32,38,pilio
2009-01-21,98000015.0,2,3,9,24,35,pilio
2009-01-22,98000016.0,4,5,21,25,35,pilio
2009-01-23,98000017.0,2,14,21,33,39,pilio
2009-01-26,98000018.0,2,7,14,31,39,pilio
2009-01-27,98000019.0,2,6,9,21,36,pilio
2009-01-28,98000020.0,5,8,9,26,29,pilio
2009-01-29,98000021.0,4,9,16,26,31,pilio
2009-01-30,98000022.0,16,19,30,31,38,pilio
2009-02-02,98000023.0,8,18,23,27,37,pilio
2009-02-03,98000024.0,5,18,30,31,39,pilio
2009-02-04,98000025.0,5,19,22,30,33,pilio
2009-02-05,98000026.0,4,7,16,19,25,pilio
2009-02-06,98000027.0,7,12,20,37,39,pilio
2009-02-09,98000028.0,6,12,15,21,23,pilio
2009-02-10,98000029.0,20,21,24,26,30,pilio
2009-02-11,98000030.0,5,17,18,23,37,pilio
2009-02-12,98000031.0,5,6,24,32,36,pilio
2009-02-13,98000032.0,4,5,29,32,38,pilio
2009-02-16,98000033.0,3,6,23,24,35,pilio
2009-02-17,98000034.0,1,9,18,25,36,pilio
2009-02-18,98000035.0,1,10,19,22,34,pilio
2009-02-19,98000036.0,7,9,15,23,31,pilio
2009-02-20,98000037.0,2,5,19,22,24,pilio
2009-02-23,98000038.0,15,22,32,33,39,pilio
2009-02-24,98000039.0,3,6,11,20,30,pilio
2009-02-25,98000040.0,16,22,24,28,36,pilio
2009-02-26,98000041.0,2,5,6,27,35,pilio
2009-02-27,98000042.0,1,9,13,18,25,pilio
2009-03-02,98000043.0,3,15,24,30,33,pilio
2009-03-03,98000044.0,1,11,19,21,22,pilio
2009-03-04,98000045.0,5,10,29,30,36,pilio
2009-03-05,98000046.0,1,25,29,31,38,pilio
2009-03-06,98000047.0,6,8,9,19,38,pilio
2009-03-09,98000048.0,10,21,24,33,36,pilio
2009-03-10,98000049.0,4,7,9,34,38,pilio
2009-03-11,98000050.0,12,19,32,36,39,pilio
2009-03-12,98000051.0,12,31,32,36,37,pilio
2009-03-13,98000052.0,3,4,13,25,36,pilio
2009-03-16,98000053.0,1,4,11,29,38,pilio
2009-03-17,98000054.0,5,7,13,35,37,pilio
2009-03-18,98000055.0,4,27,32,35,38,pilio
2009-03-19,98000056.0,2,30,31,33,39,pilio
2009-03-20,98000057.0,9,17,33,34,36,pilio
2009-03-23,98000058.0,5,22,24,27,28,pilio
2009-03-24,98000059.0,5,17,21,31,38,pilio
2009-03-25,98000060.0,14,15,17,30,32,pilio
2009-03-26,98000061.0,1,13,16,28,29,pilio
2009-03-27,98000062.0,3,9,12,24,39,pilio
2009-03-30,98000063.0,8,15,25,26,28,pilio
2009-03-31,98000064.0,20,21,25,31,34,pilio
2009-04-01,98000065.0,11,16,22,31,36,pilio
2009-04-02,98000066.0,13,16,23,29,31,pilio
2009-04-03,98000067.0,12,14,19,37,39,pilio
2009-04-06,98000068.0,16,20,35,36,39,pilio
2009-04-07,98000069.0,2,4,10,24,39,pilio
2009-04-08,98000070.0,3,8,10,26,33,pilio
2009-04-09,98000071.0,5,8,18,26,36,pilio
2009-04-10,98000072.0,1,2,3,23,32,pilio
2009-04-13,98000073.0,3,6,17,30,38,pilio
2009-04-14,98000074.0,3,5,21,29,30,pilio
2009-04-15,98000075.0,3,23,29,35,38,pilio
2009-04-16,98000076.0,4,11,15,25,30,pilio
2009-04-17,98000077.0,7,8,32,33,39,pilio
2009-04-20,98000078.0,1,3,29,37,39,pilio
2009-04-21,98000079.0,11,16,20,27,28,pilio
2009-04-22,98000080.0,2,17,20,36,38,pilio
2009-04-23,98000081.0,1,2,21,30,31,pilio
2009-04-24,98000082.0,11,20,28,36,38,pilio
2009-04-27,98000083.0,3,9,16,23,29,pilio
2009-04-28,98000084.0,2,7,35,36,38,pilio
2009-04-29,98000085.0,1,7,13,19,20,pilio
2009-04-30,98000086.0,15,16,22,27,37,pilio
2009-05-01,98000087.0,12,13,29,31,36,pilio
2009-05-04,98000088.0,12,15,16,29,33,pilio
2009-05-05,98000089.0,6,22,28,34,37,pilio
2009-05-06,98000090.0,5,7,16,35,39,pilio
2009-05-07,98000091.0,19,20,21,26,30,pilio
2009-05-08,98000092.0,1,14,22,33,34,pilio
2009-05-11,98000093.0,1,10,16,24,39,pilio
2009-05-12,98000094.0,1,9,11,31,34,pilio
2009-05-13,98000095.0,11,16,20,30,37,pilio
2009-05-14,98000096.0,9,10,20,33,37,pilio
2009-05-15,98000097.0,24,25,26,37,39,pilio
2009-05-18,98000098.0,3,12,13,36,38,pilio
2009-05-19,98000099.0,3,9,11,29,31,pilio
2009-05-20,98000100.0,9,15,18,22,23,pilio
2009-05-21,98000101.0,2,13,20,32,39,pilio
2009-05-22,98000102.0,3,11,12,27,34,pilio
2009-05-25,98000103.0,1,27,30,33,39,pilio
2009-05-26,98000104.0,1,7,16,34,36,pilio
2009-05-27,98000105.0,14,17,21,26,32,pilio
2009-05-28,98000106.0,9,11,30,34,38,pilio
2009-05-29,98000107.0,5,6,9,25,38,pilio
2009-06-01,98000108.0,1,20,21,29,31,pilio
2009-06-02,98000109.0,1,4,6,12,18,pilio
2009-06-03,98000110.0,8,10,20,24,37,pilio
2009-06-04,98000111.0,15,19,25,28,36,pilio
2009-06-05,98000112.0,2,12,14,15,38,pilio
2009-06-08,98000113.0,9,13,22,27,33,pilio
2009-06-09,98000114.0,6,23,31,34,38,pilio
2009-06-10,98000115.0,12,24,27,31,35,pilio
2009-06-11,98000116.0,14,15,19,25,33,pilio
2009-06-12,98000117.0,4,19,33,34,35,pilio
2009-06-15,98000118.0,7,13,18,21,27,pilio
2009-06-16,98000119.0,4,6,15,19,20,pilio
2009-06-17,98000120.0,7,12,16,27,36,pilio
2009-06-18,98000121.0,1,11,19,24,29,pilio
2009-06-19,98000122.0,6,12,18,21,37,pilio
2009-06-22,98000123.0,10,17,21,25,34,pilio
2009-06-23,98000124.0,17,20,21,31,32,pilio
2009-06-24,98000125.0,16,21,22,34,38,pilio
2009-06-25,98000126.0,2,10,19,28,38,pilio
2009-06-26,98000127.0,13,15,20,27,39,pilio
2009-06-29,98000128.0,3,7,9,15,24,pilio
2009-06-30,98000129.0,1,11,21,29,31,pilio
2009-07-01,98000130.0,9,11,25,32,33,pilio
2009-07-02,98000131.0,4,10,25,30,31,pilio
2009-07-03,98000132.0,2,4,14,29,35,pilio
2009-07-06,98000133.0,3,6,7,13,23,pilio
2009-07-07,98000134.0,1,22,27,30,36,pilio
2009-07-08,98000135.0,12,13,22,24,33,pilio
2009-07-09,98000136.0,6,17,21,35,37,pilio
2009-07-10,98000137.0,3,15,25,26,31,pilio
2009-07-13,98000138.0,14,16,31,36,37,pilio
2009-07-14,98000139.0,3,4,7,15,23,pilio
2009-07-15,98000140.0,2,5,27,36,37,pilio
2009-07-16,98000141.0,2,10,21,37,39,pilio
2009-07-17,98000142.0,1,3,6,15,33,pilio
2009-07-20,98000143.0,4,8,9,17,38,pilio
2009-07-21,98000144.0,3,17,24,25,32,pilio
2009-07-22,98000145.0,3,6,10,13,22,pilio
2009-07-23,98000146.0,1,3,24,32,39,pilio
2009-07-24,98000147.0,14,28,30,33,34,pilio
2009-07-27,98000148.0,5,8,36,37,38,pilio
2009-07-28,98000149.0,3,13,19,21,37,pilio
2009-07-29,98000150.0,2,15,23,24,33,pilio
2009-07-30,98000151.0,3,9,18,34,38,pilio
2009-07-31,98000152.0,13,14,16,17,32,pilio
2009-08-03,98000153.0,1,6,20,23,26,pilio
2009-08-04,98000154.0,10,12,14,18,34,pilio
2009-08-05,98000155.0,2,10,25,29,37,pilio
2009-08-06,98000156.0,16,17,28,32,33,pilio
2009-08-07,98000157.0,1,8,14,25,37,pilio
2009-08-10,98000158.0,3,12,19,23,39,pilio
2009-08-11,98000159.0,5,18,22,23,32,pilio
2009-08-12,98000160.0,5,8,17,32,37,pilio
2009-08-13,98000161.0,8,11,15,17,31,pilio
2009-08-14,98000162.0,8,25,28,30,37,pilio
2009-08-17,98000163.0,1,10,25,34,38,pilio
2009-08-18,98000164.0,6,7,15,17,26,pilio
2009-08-19,98000165.0,6,14,20,35,36,pilio
2009-08-20,98000166.0,9,12,14,16,34,pilio
2009-08-21,98000167.0,17,23,26,28,31,pilio
2009-08-24,98000168.0,1,18,22,27,39,pilio
2009-08-25,98000169.0,7,14,17,29,37,pilio
2009-08-26,98000170.0,7,10,17,19,26,pilio
2009-08-27,98000171.0,24,26,28,29,37,pilio
2009-08-28,98000172.0,9,16,21,24,29,pilio
2009-08-31,98000173.0,1,5,16,20,38,pilio
2009-09-01,98000174.0,2,15,22,32,35,pilio
2009-09-02,98000175.0,2,4,7,34,38,pilio
2009-09-03,98000176.0,10,17,23,26,39,pilio
2009-09-04,98000177.0,9,17,27,32,38,pilio
2009-09-07,98000178.0,9,11,22,27,29,pilio
2009-09-08,98000179.0,1,11,26,27,31,pilio
2009-09-09,98000180.0,1,22,26,29,31,pilio
2009-09-10,98000181.0,13,15,16,18,26,pilio
2009-09-11,98000182.0,16,25,26,32,33,pilio
2009-09-14,98000183.0,8,13,14,26,27,pilio
2009-09-15,98000184.0,6,14,27,30,31,pilio
2009-09-16,98000185.0,8,23,27,28,38,pilio
2009-09-17,98000186.0,7,19,23,30,39,pilio
2009-09-18,98000187.0,11,12,15,22,38,pilio
2009-09-21,98000188.0,4,14,24,27,34,pilio
2009-09-22,98000189.0,9,14,18,27,32,pilio
2009-09-23,98000190.0,3,9,13,37,38,pilio
2009-09-24,98000191.0,2,9,10,21,37,pilio
2009-09-25,98000192.0,3,5,14,16,20,pilio
2009-09-28,98000193.0,6,26,31,32,33,pilio
2009-09-29,98000194.0,11,24,31,32,34,pilio
2009-09-30,98000195.0,5,7,11,16,23,pilio
2009-10-01,98000196.0,7,14,24,31,35,pilio
2009-10-02,98000197.0,14,24,26,31,36,pilio
2009-10-05,98000198.0,18,20,23,24,30,pilio
2009-10-06,98000199.0,15,18,22,25,29,pilio
2009-10-07,98000200.0,3,5,8,9,35,pilio
2009-10-08,98000201.0,2,26,31,33,34,pilio
2009-10-09,98000202.0,1,8,28,35,38,pilio
2009-10-12,98000203.0,2,9,17,27,29,pilio
2009-10-13,98000204.0,6,13,24,26,31,pilio
2009-10-14,98000205.0,3,9,10,23,26,pilio
2009-10-15,98000206.0,7,13,18,28,38,pilio
2009-10-16,98000207.0,2,11,16,19,23,pilio
2009-10-19,98000208.0,12,20,23,34,36,pilio
2009-10-20,98000209.0,10,11,15,17,30,pilio
2009-10-21,98000210.0,15,21,23,36,39,pilio
2009-10-22,98000211.0,7,10,24,31,32,pilio
2009-10-23,98000212.0,2,15,21,23,37,pilio
2009-10-26,98000213.0,6,17,23,29,37,pilio
2009-10-27,98000214.0,6,19,22,25,29,pilio
2009-10-28,98000215.0,1,13,18,27,34,pilio
2009-10-29,98000216.0,3,6,15,17,26,pilio
2009-10-30,98000217.0,5,14,22,37,38,pilio
2009-11-02,98000218.0,3,4,17,23,26,pilio
2009-11-03,98000219.0,7,30,32,35,39,pilio
2009-11-04,98000220.0,2,9,10,27,35,pilio
2009-11-05,98000221.0,5,11,15,26,39,pilio
2009-11-06,98000222.0,8,10,20,21,35,pilio
2009-11-09,98000223.0,6,17,18,31,37,pilio
2009-11-10,98000224.0,8,12,26,27,30,pilio
2009-11-11,98000225.0,13,28,33,37,39,pilio
2009-11-12,98000226.0,12,22,26,28,38,pilio
2009-11-13,98000227.0,1,5,28,31,34,pilio
2009-11-16,98000228.0,11,16,34,35,36,pilio
2009-11-17,98000229.0,2,6,19,28,32,pilio
2009-11-18,98000230.0,5,14,15,26,37,pilio
2009-11-19,98000231.0,22,23,25,31,34,pilio
2009-11-20,98000232.0,5,10,17,28,38,pilio
2009-11-23,98000233.0,5,25,27,32,39,pilio
2009-11-24,98000234.0,3,10,17,18,23,pilio
2009-11-25,98000235.0,6,10,11,18,37,pilio
2009-11-26,98000236.0,9,14,27,28,38,pilio
2009-11-27,98000237.0,7,15,24,31,38,pilio
2009-11-30,98000238.0,10,13,22,29,30,pilio
2009-12-01,98000239.0,2,7,8,25,29,pilio
2009-12-02,98000240.0,14,25,33,36,38,pilio
2009-12-03,98000241.0,4,8,18,21,23,pilio
2009-12-04,98000242.0,14,15,17,34,37,pilio
2009-12-07,98000243.0,9,10,25,31,33,pilio
2009-12-08,98000244.0,1,5,11,15,35,pilio
2009-12-09,98000245.0,7,16,29,35,37,pilio
2009-12-10,98000246.0,7,14,15,24,28,pilio
2009-12-11,98000247.0,6,9,26,27,29,pilio
2009-12-14,98000248.0,6,10,16,27,28,pilio
2009-12-15,98000249.0,19,25,26,30,35,pilio
2009-12-16,98000250.0,10,19,30,37,39,pilio
2009-12-17,98000251.0,4,15,21,37,39,pilio
2009-12-18,98000252.0,5,20,21,25,37,pilio
2009-12-21,98000253.0,18,22,26,29,32,pilio
2009-12-22,98000254.0,2,5,7,10,17,pilio
2009-12-23,98000255.0,2,8,15,30,35,pilio
2009-12-24,98000256.0,2,11,19,20,36,pilio
2009-12-25,98000257.0,2,15,17,19,28,pilio
2009-12-28,98000258.0,3,5,10,13,29,pilio
2009-12-29,98000259.0,5,18,27,28,35,pilio
2009-12-30,98000260.0,7,12,13,31,34,pilio
2009-12-31,98000261.0,6,7,21,31,39,pilio
2010-01-01,99000001.0,3,4,5,23,27,pilio
2010-01-04,99000002.0,4,14,19,27,31,pilio
2010-01-05,99000003.0,3,5,15,27,35,pilio
2010-01-06,99000004.0,11,25,28,37,39,pilio
2010-01-07,99000005.0,6,24,26,30,34,pilio
2010-01-08,99000006.0,11,16,17,18,30,pilio
2010-01-11,99000007.0,17,19,24,27,29,pilio
2010-01-12,99000008.0,1,19,27,30,37,pilio
2010-01-13,99000009.0,8,16,33,36,39,pilio
2010-01-14,99000010.0,12,16,28,32,33,pilio
2010-01-15,99000011.0,13,29,31,32,38,pilio
2010-01-18,99000012.0,5,14,33,36,38,pilio
2010-01-19,99000013.0,10,11,23,25,32,pilio
2010-01-20,99000014.0,14,19,28,33,39,pilio
2010-01-21,99000015.0,7,11,18,29,37,pilio
2010-01-22,99000016.0,1,12,18,25,35,pilio
2010-01-25,99000017.0,12,19,22,23,31,pilio
2010-01-26,99000018.0,2,5,6,9,23,pilio
2010-01-27,99000019.0,7,8,14,25,38,pilio
2010-01-28,99000020.0,1,3,11,32,36,pilio
2010-01-29,99000021.0,11,15,17,22,30,pilio
2010-02-01,99000022.0,2,7,22,30,35,pilio
2010-02-02,99000023.0,5,16,20,37,38,pilio
2010-02-03,99000024.0,3,15,32,35,38,pilio
2010-02-04,99000025.0,2,4,11,16,25,pilio
2010-02-05,99000026.0,1,5,15,21,25,pilio
2010-02-08,99000027.0,13,27,31,35,39,pilio
2010-02-09,99000028.0,4,6,24,26,32,pilio
2010-02-10,99000029.0,7,13,19,36,38,pilio
2010-02-11,99000030.0,6,9,23,27,31,pilio
2010-02-12,99000031.0,11,21,23,26,38,pilio
2010-02-15,99000032.0,1,2,9,11,28,pilio
2010-02-16,99000033.0,18,19,27,35,39,pilio
2010-02-17,99000034.0,4,7,8,28,34,pilio
2010-02-18,99000035.0,9,11,24,26,39,pilio
2010-02-19,99000036.0,6,21,22,24,32,pilio
2010-02-22,99000037.0,2,9,15,22,26,pilio
2010-02-23,99000038.0,9,20,27,33,36,pilio
2010-02-24,99000039.0,5,16,17,28,39,pilio
2010-02-25,99000040.0,4,9,13,27,37,pilio
2010-02-26,99000041.0,9,18,19,25,32,pilio
2010-03-01,99000042.0,3,6,10,25,34,pilio
2010-03-02,99000043.0,7,8,20,25,29,pilio
2010-03-03,99000044.0,4,7,15,26,33,pilio
2010-03-04,99000045.0,2,5,10,21,34,pilio
2010-03-05,99000046.0,11,14,20,35,39,pilio
2010-03-08,99000047.0,7,11,19,21,27,pilio
2010-03-09,99000048.0,5,11,12,14,28,pilio
2010-03-10,99000049.0,2,7,16,30,39,pilio
2010-03-11,99000050.0,1,3,17,30,38,pilio
2010-03-12,99000051.0,1,10,19,22,28,pilio
2010-03-15,99000052.0,4,10,18,22,25,pilio
2010-03-16,99000053.0,4,6,10,33,37,pilio
2010-03-17,99000054.0,3,28,33,34,38,pilio
2010-03-18,99000055.0,3,6,24,25,37,pilio
2010-03-19,99000056.0,8,14,28,29,35,pilio
2010-03-22,99000057.0,2,23,25,29,32,pilio
2010-03-23,99000058.0,9,18,26,32,34,pilio
2010-03-24,99000059.0,30,31,32,34,35,pilio
2010-03-25,99000060.0,9,13,26,34,39,pilio
2010-03-26,99000061.0,9,10,12,22,37,pilio
2010-03-29,99000062.0,10,12,14,18,34,pilio
2010-03-30,99000063.0,16,21,25,31,33,pilio
2010-03-31,99000064.0,1,9,12,19,28,pilio
2010-04-01,99000065.0,2,17,35,37,38,pilio
2010-04-02,99000066.0,7,20,23,31,39,pilio
2010-04-05,99000067.0,7,17,18,35,37,pilio
2010-04-06,99000068.0,25,28,29,36,37,pilio
2010-04-07,99000069.0,4,16,29,32,36,pilio
2010-04-08,99000070.0,8,10,15,17,26,pilio
2010-04-09,99000071.0,5,14,18,23,36,pilio
2010-04-12,99000072.0,12,15,24,30,35,pilio
2010-04-13,99000073.0,9,12,21,22,27,pilio
2010-04-14,99000074.0,5,12,15,35,36,pilio
2010-04-15,99000075.0,1,4,11,18,23,pilio
2010-04-16,99000076.0,1,5,20,24,37,pilio
2010-04-19,99000077.0,3,15,19,26,27,pilio
2010-04-20,99000078.0,4,6,10,28,32,pilio
2010-04-21,99000079.0,2,3,12,21,25,pilio
2010-04-22,99000080.0,3,4,5,6,9,pilio
2010-04-23,99000081.0,8,15,27,35,36,pilio
2010-04-26,99000082.0,12,22,27,31,39,pilio
2010-04-27,99000083.0,1,13,19,29,33,pilio
2010-04-28,99000084.0,5,6,13,37,38,pilio
2010-04-29,99000085.0,14,15,27,31,35,pilio
2010-04-30,99000086.0,15,17,21,28,31,pilio
2010-05-03,99000087.0,5,10,16,19,38,pilio
2010-05-04,99000088.0,16,22,26,32,36,pilio
2010-05-05,99000089.0,1,14,19,30,34,pilio
2010-05-06,99000090.0,3,8,13,23,27,pilio
2010-05-07,99000091.0,8,9,21,29,30,pilio
2010-05-10,99000092.0,14,17,24,29,33,pilio
2010-05-11,99000093.0,4,10,12,25,37,pilio
2010-05-12,99000094.0,8,13,28,30,36,pilio
2010-05-13,99000095.0,9,11,22,26,30,pilio
2010-05-14,99000096.0,2,6,8,15,22,pilio
2010-05-17,99000097.0,2,12,18,33,38,pilio
2010-05-18,99000098.0,13,21,22,33,37,pilio
2010-05-19,99000099.0,1,11,13,20,37,pilio
2010-05-20,99000100.0,7,13,15,27,39,pilio
2010-05-21,99000101.0,5,21,28,35,38,pilio
2010-05-24,99000102.0,10,26,27,35,36,pilio
2010-05-25,99000103.0,5,6,7,10,14,pilio
2010-05-26,99000104.0,4,14,17,37,39,pilio
2010-05-27,99000105.0,2,21,32,33,34,pilio
2010-05-28,99000106.0,17,22,25,33,39,pilio
2010-05-31,99000107.0,9,12,15,31,39,pilio
2010-06-01,99000108.0,2,7,23,24,34,pilio
2010-06-02,99000109.0,13,17,19,35,39,pilio
2010-06-03,99000110.0,9,21,33,35,37,pilio
2010-06-04,99000111.0,15,16,25,30,38,pilio
2010-06-07,99000112.0,10,21,22,32,35,pilio
2010-06-08,99000113.0,2,9,26,30,32,pilio
2010-06-09,99000114.0,3,4,13,25,28,pilio
2010-06-10,99000115.0,7,12,17,30,37,pilio
2010-06-11,99000116.0,13,18,28,33,36,pilio
2010-06-14,99000117.0,17,18,22,31,37,pilio
2010-06-15,99000118.0,1,14,21,28,38,pilio
2010-06-16,99000119.0,9,17,19,26,39,pilio
2010-06-17,99000120.0,1,2,9,18,35,pilio
2010-06-18,99000121.0,3,20,29,33,39,pilio
2010-06-21,99000122.0,1,16,17,23,31,pilio
2010-06-22,99000123.0,22,24,27,28,31,pilio
2010-06-23,99000124.0,2,10,29,36,39,pilio
2010-06-24,99000125.0,5,6,11,14,22,pilio
2010-06-25,99000126.0,2,5,21,24,34,pilio
2010-06-28,99000127.0,13,22,23,27,34,pilio
2010-06-29,99000128.0,1,2,4,35,37,pilio
2010-06-30,99000129.0,1,12,34,38,39,pilio
2010-07-01,99000130.0,10,19,20,23,29,pilio
2010-07-02,99000131.0,2,4,28,29,30,pilio
2010-07-05,99000132.0,12,15,28,29,37,pilio
2010-07-06,99000133.0,4,10,23,25,27,pilio
2010-07-07,99000134.0,6,16,28,31,35,pilio
2010-07-08,99000135.0,5,17,20,34,37,pilio
2010-07-09,99000136.0,3,13,35,36,37,pilio
2010-07-12,99000137.0,3,4,11,33,39,pilio
2010-07-13,99000138.0,10,11,25,28,38,pilio
2010-07-14,99000139.0,5,19,21,23,33,pilio
2010-07-15,99000140.0,5,7,20,25,36,pilio
2010-07-16,99000141.0,14,15,28,34,38,pilio
2010-07-19,99000142.0,3,6,19,23,25,pilio
2010-07-20,99000143.0,4,8,11,25,33,pilio
2010-07-21,99000144.0,15,16,26,29,30,pilio
2010-07-22,99000145.0,8,11,34,35,36,pilio
2010-07-23,99000146.0,1,14,21,22,39,pilio
2010-07-26,99000147.0,12,15,21,34,39,pilio
2010-07-27,99000148.0,13,22,24,25,28,pilio
2010-07-28,99000149.0,1,7,14,22,23,pilio
2010-07-29,99000150.0,14,25,26,30,35,pilio
2010-07-30,99000151.0,7,9,14,24,28,pilio
2010-08-02,99000152.0,2,7,29,32,33,pilio
2010-08-03,99000153.0,7,14,27,32,33,pilio
2010-08-04,99000154.0,14,16,21,31,33,pilio
2010-08-05,99000155.0,17,26,34,36,38,pilio
2010-08-06,99000156.0,3,15,27,29,35,pilio
2010-08-09,99000157.0,9,12,19,26,32,pilio
2010-08-10,99000158.0,4,17,21,24,32,pilio
2010-08-11,99000159.0,6,18,34,38,39,pilio
2010-08-12,99000160.0,8,25,27,35,39,pilio
2010-08-13,99000161.0,23,26,28,30,32,pilio
2010-08-16,99000162.0,3,4,12,13,35,pilio
2010-08-17,99000163.0,2,5,11,17,36,pilio
2010-08-18,99000164.0,7,19,27,28,29,pilio
2010-08-19,99000165.0,9,22,26,28,31,pilio
2010-08-20,99000166.0,2,6,12,21,28,pilio
2010-08-23,99000167.0,5,6,15,36,38,pilio
2010-08-24,99000168.0,3,4,8,15,34,pilio
2010-08-25,99000169.0,1,7,11,31,34,pilio
2010-08-26,99000170.0,5,13,30,37,38,pilio
2010-08-27,99000171.0,2,6,12,23,33,pilio
2010-08-30,99000172.0,4,12,20,34,35,pilio
2010-08-31,99000173.0,8,10,28,33,34,pilio
2010-09-01,99000174.0,7,16,18,34,39,pilio
2010-09-02,99000175.0,8,23,25,28,38,pilio
2010-09-03,99000176.0,6,11,13,22,36,pilio
2010-09-06,99000177.0,16,18,35,36,39,pilio
2010-09-07,99000178.0,1,11,12,28,32,pilio
2010-09-08,99000179.0,3,14,29,33,38,pilio
2010-09-09,99000180.0,5,12,14,18,34,pilio
2010-09-10,99000181.0,5,13,15,23,31,pilio
2010-09-13,99000182.0,3,6,15,24,31,pilio
2010-09-14,99000183.0,5,9,24,32,36,pilio
2010-09-15,99000184.0,3,11,21,29,39,pilio
2010-09-16,99000185.0,3,6,12,14,21,pilio
2010-09-17,99000186.0,2,5,9,25,35,pilio
2010-09-20,99000187.0,3,8,9,15,28,pilio
2010-09-21,99000188.0,2,8,12,30,34,pilio
2010-09-22,99000189.0,8,18,23,33,36,pilio
2010-09-23,99000190.0,15,28,30,31,36,pilio
2010-09-24,99000191.0,2,9,13,21,33,pilio
2010-09-27,99000192.0,4,25,30,33,39,pilio
2010-09-28,99000193.0,14,26,31,35,37,pilio
2010-09-29,99000194.0,2,14,24,34,37,pilio
2010-09-30,99000195.0,5,14,16,24,34,pilio
2010-10-01,99000196.0,13,24,27,28,35,pilio
2010-10-04,99000197.0,9,13,20,34,35,pilio
2010-10-05,99000198.0,14,18,23,28,33,pilio
2010-10-06,99000199.0,14,16,20,22,29,pilio
2010-10-07,99000200.0,2,19,32,33,39,pilio
2010-10-08,99000201.0,4,16,18,29,31,pilio
2010-10-11,99000202.0,1,6,7,24,35,pilio
2010-10-12,99000203.0,1,8,9,23,39,pilio
2010-10-13,99000204.0,9,11,21,24,30,pilio
2010-10-14,99000205.0,5,17,27,28,29,pilio
2010-10-15,99000206.0,1,4,12,24,25,pilio
2010-10-18,99000207.0,5,12,27,30,32,pilio
2010-10-19,99000208.0,21,23,27,30,36,pilio
2010-10-20,99000209.0,9,11,15,29,37,pilio
2010-10-21,99000210.0,15,17,18,23,27,pilio
2010-10-22,99000211.0,1,3,11,19,32,pilio
2010-10-25,99000212.0,2,5,6,30,36,pilio
2010-10-26,99000213.0,8,11,12,15,18,pilio
2010-10-27,99000214.0,2,7,15,27,35,pilio
2010-10-28,99000215.0,1,6,12,33,37,pilio
2010-10-29,99000216.0,2,7,11,17,38,pilio
2010-11-01,99000217.0,9,15,16,21,29,pilio
2010-11-02,99000218.0,4,6,13,19,20,pilio
2010-11-03,99000219.0,24,30,31,32,33,pilio
2010-11-04,99000220.0,1,8,21,26,39,pilio
2010-11-05,99000221.0,1,4,5,24,37,pilio
2010-11-08,99000222.0,4,8,12,15,38,pilio
2010-11-09,99000223.0,4,14,19,31,38,pilio
2010-11-10,99000224.0,7,25,28,33,36,pilio
2010-11-11,99000225.0,5,9,24,34,36,pilio
2010-11-12,99000226.0,6,8,16,21,23,pilio
2010-11-15,99000227.0,5,6,22,32,39,pilio
2010-11-16,99000228.0,6,14,24,26,29,pilio
2010-11-17,99000229.0,13,15,20,28,36,pilio
2010-11-18,99000230.0,1,7,18,30,31,pilio
2010-11-19,99000231.0,7,9,13,20,24,pilio
2010-11-22,99000232.0,4,8,25,35,36,pilio
2010-11-23,99000233.0,1,27,33,38,39,pilio
2010-11-24,99000234.0,1,10,16,24,25,pilio
2010-11-25,99000235.0,3,12,13,19,39,pilio
2010-11-26,99000236.0,4,9,17,18,20,pilio
2010-11-29,99000237.0,3,15,19,31,35,pilio
2010-11-30,99000238.0,4,12,14,19,32,pilio
2010-12-01,99000239.0,3,18,22,23,33,pilio
2010-12-02,99000240.0,13,16,18,29,30,pilio
2010-12-03,99000241.0,3,16,31,32,35,pilio
2010-12-06,99000242.0,7,16,18,20,34,pilio
2010-12-07,99000243.0,3,12,25,28,33,pilio
2010-12-08,99000244.0,1,17,20,28,36,pilio
2010-12-09,99000245.0,12,13,29,33,34,pilio
